Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Jackbox Party Pack 3,9189900,425940,16773,57,2419,228,10,21.58
The Jackbox Party Pack 4,8442000,462180,14383,61,2014,209,11,18.27
The Last of Us,9643260,1161840,5509,62,3715,239,28,8.3
The Legend of Zelda,3867960,241380,1193,42,369,96,5,16.02
The Legend of Zelda: A Link to the Past,36303120,1608480,8013,132,1917,901,39,22.57
The Legend of Zelda: Breath of the Wild,43273320,2152620,6330,95,3371,1074,53,20.1
The Legend of Zelda: Majora's Mask,10095300,245280,1684,24,457,250,6,41.16
The Legend of Zelda: Ocarina of Time,28576200,632040,19568,45,1073,709,15,45.21
The Legend of Zelda: The Wind Waker HD,4101360,101880,2081,12,196,101,2,40.26
The Long Dark,6245700,558960,2259,36,1437,155,13,11.17
The Red Strings Club,11884740,39420,28221,7,196,295,0,301.49
The Simpsons: Hit & Run,3025800,36180,10261,8,123,75,0,83.63
The Sims 4,30824280,1790760,17002,106,6041,765,44,17.21
The Walking Dead,2220660,264480,1329,21,902,55,6,8.4
The Witcher 3: Wild Hunt,56447460,3347580,13699,172,8680,1402,83,16.86
The Witness,3504360,144720,3325,14,436,87,3,24.21
The Wolf Among Us,3937020,141840,3989,14,503,97,3,27.76
theHunter: Call of the Wild,3914820,563160,3304,36,1846,97,13,6.95
Them's Fightin' Herds,3999660,89340,8872,45,466,99,2,44.77
They Are Billions,90095760,1705980,17990,87,3423,2237,42,52.81
Throne of Lies: The Online Game of Deceit,16100880,201120,12045,15,379,399,4,80.06
Tibia,29443920,1997640,2049,96,2300,731,49,14.74
Titanfall 2,3029460,661560,343,42,3603,75,16,4.58
To the Moon,2494800,42840,3710,5,210,61,1,58.24
Tom Clancy's Ghost Recon: Wildlands,4220400,1056600,711,58,5926,104,26,3.99
Tom Clancy's Rainbow Six: Siege,682416300,33512820,253151,1620,93982,16950,832,20.36
Tom Clancy's The Division,36365340,5335260,3872,240,10417,903,132,6.82
Tomb Raider,3802860,339480,3578,26,1213,94,8,11.2
Total War: ARENA,4535640,338700,6642,50,816,112,8,13.39
Total War: Warhammer II,16126080,628560,3868,42,1273,400,15,25.66
Tower Unite,11252160,36120,16372,6,210,279,0,311.52
Town of Salem,2224560,303360,2277,28,1515,55,7,7.33
TrackMania� Canyon,3160440,9180,40691,4,54,78,0,344.27
Trailmakers,2592780,22320,10558,6,124,64,0,116.16
Trash,5787540,20580,9280,6,96,143,0,281.22
Trove,3770700,637140,1306,45,1808,93,15,5.92
Twitch Plays,19094760,781200,1964,27,132,474,19,24.44
Uncharted 4: A Thief's End,2492100,574260,640,31,1896,61,14,4.34
Undertale,5176620,407220,4420,30,1727,128,10,12.71
Unforgiving: A Northern Hymn,2239680,19260,10367,5,102,55,0,116.29
Uno,11073480,88560,32317,12,890,275,2,125.04
Until Dawn,3439860,109800,2506,18,1089,85,2,31.33
Vainglory,9037680,440220,11975,28,826,224,10,20.53
Vampire: The Masquerade - Bloodlines,5648820,102180,5100,13,191,140,2,55.28
Vindictus,3177780,249180,251,19,350,78,6,12.75
Viscera Cleanup Detail,3166980,52560,6815,8,314,78,1,60.25
VRChat,153080820,3751200,18054,221,6816,3802,93,40.81
War Thunder,6679320,1411680,1126,74,3577,165,35,4.73
Warcraft III: The Frozen Throne,63416580,1289220,22600,64,1500,1575,32,49.19
Warface,4965360,790080,1457,56,2240,123,19,6.28
Warframe,57399840,6173040,31539,288,12687,1425,153,9.3
Warhammer: Vermintide 2,56642580,886920,40030,258,3284,1406,22,63.86
We Need to Go Deeper,4625700,36060,37792,11,205,114,0,128.28
We Were Here,4923840,144900,21818,19,1322,122,3,33.98
We Were Here Too,30171420,319860,39122,47,1735,749,7,94.33
Werewolves ???,2164980,14160,505,3,7,53,0,152.89
Wizard101,2473920,295440,906,24,544,61,7,8.37
Wolfenstein II: The New Colossus,11352300,213060,24954,19,1319,281,5,53.28
World of Tanks,173888220,7138200,15399,354,10626,4319,177,24.36
World of Warcraft,911135400,37573320,85439,2268,49978,22631,933,24.25
World of Warships,32893380,2392500,5568,126,4344,817,59,13.75
Worlds Adrift,2930700,144960,31664,21,255,72,3,20.22
Wrestling,12886020,225480,7226,22,77,320,5,57.15
WWE 2K18,12251640,1034100,6821,63,2851,304,25,11.85
XCOM 2,3397800,350580,902,30,967,84,8,9.69
XCOM 2: War of the Chosen,25231680,380820,4249,26,638,626,9,66.26
XCOM: Enemy Within,4787640,120240,1547,12,204,118,2,39.82
Xenoblade Chronicles 2,4701000,415920,2184,35,601,116,10,11.3
Yakuza 0,22727100,238380,18036,24,639,564,5,95.34
Yakuza Kiwami 2,5789220,28200,4879,6,62,143,0,205.29
Yu-Gi-Oh! Duel Links,23808660,727200,7274,41,1685,591,18,32.74
Yume Nikki: Dream Diary,2481000,60540,8320,34,285,61,1,40.98
Z1 Battle Royale,84582120,3393180,136561,200,8788,2100,84,24.93
