Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The King of Fighters '98: The Slugfest,10666200,48840,8452,8,80,239,1,218.39
The Last of Us,7715640,1025580,1607,55,1012,173,23,7.52
The Legend of Zelda,5937180,181020,8760,25,369,133,4,32.8
The Legend of Zelda: A Link to the Past,31225860,1463400,10593,101,1876,700,32,21.34
The Legend of Zelda: Breath of the Wild,36281700,1597200,7724,84,3131,813,35,22.72
The Legend of Zelda: Majora's Mask,9011400,219360,8991,19,408,202,4,41.08
The Legend of Zelda: Majora's Mask 3D,5823900,26220,9769,4,43,130,0,222.12
The Legend of Zelda: Ocarina of Time,53842260,1453080,10034,116,2076,1207,32,37.05
The Legend of Zelda: Skyward Sword,7165020,57180,10989,7,121,160,1,125.31
The Legend of Zelda: The Minish Cap,4643280,45720,10334,8,118,104,1,101.56
The Legend of Zelda: The Wind Waker,5063160,167460,4663,15,492,113,3,30.24
The Legend of Zelda: The Wind Waker HD,9151680,119640,11648,12,228,205,2,76.49
The Legend of Zelda: Tri Force Heroes,3523800,5700,10423,3,10,79,0,618.21
The Legend of Zelda: Twilight Princess HD,7625700,74760,10353,8,178,171,1,102
The Long Dark,32621460,918720,17582,66,2562,731,20,35.51
The Messenger,4832760,172980,5538,15,568,108,3,27.94
The Settlers II,7449180,8400,25574,3,31,167,0,886.81
The Sims 4,45240660,2329440,19654,118,7566,1014,52,19.42
The Witcher 3: Wild Hunt,21511440,2481720,4945,125,6766,482,55,8.67
The Witness,4644060,103680,3241,11,367,104,2,44.79
theHunter: Call of the Wild,10959420,636120,7582,37,2093,245,14,17.23
They Are Billions,18180660,505260,3908,30,1044,407,11,35.98
Thief Simulator,24391740,253680,25288,25,1461,547,5,96.15
This War of Mine,7000740,153900,5595,14,699,157,3,45.49
Throne of Lies: The Online Game of Deceit,5812020,86100,16422,8,147,130,1,67.5
Tibia,83444640,3577800,5966,148,3895,1871,80,23.32
Tom Clancy's Ghost Recon: Wildlands,3868020,903360,1034,53,4354,86,20,4.28
Tom Clancy's Rainbow Six: Siege,557458500,44724300,53408,1776,124937,12504,1003,12.46
Tom Clancy's The Division,27678180,3129180,27767,165,6479,620,70,8.85
Total War: WARHAMMER,4710780,43500,18902,6,184,105,0,108.29
Total War: Warhammer II,20607300,835140,18817,45,1496,462,18,24.68
TrackMania� Stadium,4610760,174180,2225,21,608,103,3,26.47
Travel & Outdoors,47221860,3442560,18897,211,26160,1059,77,13.72
Trials Fusion,6775860,166320,31407,12,553,151,3,40.74
Tricky Towers,7373160,88440,27686,13,833,165,1,83.37
Twitch Plays,31484340,891960,25870,27,182,706,20,35.3
Twitch Sings,12191460,157860,20946,15,574,273,3,77.23
Two Point Hospital,6156600,183120,8003,18,736,138,4,33.62
Undertale,14924400,726360,5693,39,3353,334,16,20.55
Uno,4373160,350460,5019,46,3827,98,7,12.48
Until Dawn,6615600,110760,3739,12,1117,148,2,59.73
Vainglory,7928160,402660,4370,22,661,177,9,19.69
Vietcong,3698280,6360,4764,2,9,82,0,581.49
Vindictus,9991500,408960,8790,28,711,224,9,24.43
Virtual Reality,5046360,171960,3563,13,487,113,3,29.35
Visage,6041460,128520,8296,14,1015,135,2,47.01
Viscera Cleanup Detail,10319580,100080,25935,12,531,231,2,103.11
VRChat,43343880,2995500,4034,175,5474,972,67,14.47
War of Rights,8834580,130380,32058,22,444,198,2,67.76
War Thunder,13769280,2066100,2079,107,5165,308,46,6.66
Warcraft III: The Frozen Throne,182132940,2359620,38170,98,2601,4085,52,77.19
Warface,5699400,1576680,1505,176,6490,127,35,3.61
Warframe,402730080,10050660,49705,441,20325,9033,225,40.07
Warhammer: Vermintide 2,10352040,1040460,19808,58,3083,232,23,9.95
Welcome to the Game II,52556880,163980,27668,18,654,1178,3,320.51
Wizard of Legend,4181640,114600,27731,15,803,93,2,36.49
World of Tanks,238960980,9253500,22320,436,12328,5360,207,25.82
World of Warcraft,822949980,34753080,63603,2291,46933,18460,779,23.68
World of Warships,98745960,3167100,12066,152,4527,2215,71,31.18
Worlds Adrift,5932680,189600,2201,22,382,133,4,31.29
Wrestling,11964360,285180,9837,17,113,268,6,41.95
WWE 2K19,8565840,1124640,3633,55,3428,192,25,7.62
WWE SuperCard,3369240,177060,791,23,277,75,3,19.03
X4: Foundations,38000520,908700,18808,101,1209,852,20,41.82
XCOM 2,4470840,321780,1463,21,931,100,7,13.89
XCOM 2: War of the Chosen,8713200,486900,9787,25,779,195,10,17.9
XCOM: Enemy Within,3555480,144780,984,11,196,79,3,24.56
X-COM: UFO Defense,5545380,32160,14964,5,47,124,0,172.43
Yakuza 0,6311160,547200,10837,26,1392,141,12,11.53
Yu-Gi-Oh! Duel Links,13581240,494700,4086,29,1273,304,11,27.45
Yu-Gi-Oh! Forbidden Memories,6609540,111240,2824,18,144,148,2,59.42
Yu-Gi-Oh! TRADING CARD GAME,3626700,75120,4489,10,243,81,1,48.28
Z1 Battle Royale,45204180,1801500,90103,159,4513,1014,40,25.09
