Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Legend of Zelda: Majora's Mask,10332960,242340,2305,22,473,231,5,42.64
The Legend of Zelda: Ocarina of Time,69943200,1466160,19877,85,1856,1568,32,47.71
The Legend of Zelda: The Wind Waker,6010080,255660,1352,20,520,134,5,23.51
The Legend of Zelda: The Wind Waker HD,6542220,134820,22172,11,308,146,3,48.53
The Legend of Zelda: Twilight Princess HD,9847920,120720,23045,14,222,220,2,81.58
The Long Dark,14137980,649980,5535,37,1670,317,14,21.75
The Sims 4,83422380,2755200,37270,116,8754,1871,61,30.28
The Swordsmen X,3888000,8220,19344,11,44,87,0,472.99
The Walking Dead,7942740,342480,4522,20,1173,178,7,23.19
The Witcher 3: Wild Hunt,79745280,3850440,21378,181,9476,1788,86,20.71
theHunter: Call of the Wild,20560020,517980,27600,28,1851,461,11,39.69
They Are Billions,9280740,358560,12727,20,850,208,8,25.88
Throne of Lies: The Online Game of Deceit,6839580,96240,11834,8,220,153,2,71.07
Tibia,59943780,2866620,3871,137,3134,1344,64,20.91
Titan Souls,4406520,43380,9178,6,359,98,0,101.58
Titanfall 2,3930480,717900,871,37,3988,88,16,5.47
Tom Clancy's Ghost Recon: Wildlands,8800260,1259700,4613,73,6032,197,28,6.99
Tom Clancy's Rainbow Six: Siege,786410220,40527780,64425,1463,113149,17640,909,19.4
Tom Clancy's The Division,36885420,5592960,3251,230,11242,827,125,6.59
Tomb Raider,4060500,524520,1202,36,1885,91,11,7.74
Toontown Online,9416820,513720,3069,51,1057,211,11,18.33
Total War: Warhammer II,21708060,789540,3385,37,1326,486,17,27.49
Totally Accurate Battlegrounds,10199700,374460,48676,36,3403,228,8,27.24
Town of Salem,4046760,355440,12047,26,1870,90,7,11.39
TrackMania� Canyon,8765640,14160,60726,7,63,196,0,619.04
TrackMania� Stadium,14119440,315060,12351,32,989,316,7,44.82
Trash,6889560,18540,10422,8,103,154,0,371.61
Trials Evolution,4957500,12180,5770,4,50,111,0,407.02
Trials Fusion,15366060,357600,7307,30,1432,344,8,42.97
Tricky Towers,33039600,96600,28875,11,779,741,2,342.02
Trove,4597320,655680,2454,36,1960,103,14,7.01
Twitch Plays,43489140,1530420,3436,60,1203,975,34,28.42
Tyranny,4895520,43500,25807,9,202,109,0,112.54
Ultimate Custom Night,4455240,283320,26994,27,2179,99,6,15.73
Uncharted 4: A Thief's End,4566420,657420,1850,34,1911,102,14,6.95
Uncharted: The Nathan Drake Collection,4060500,212400,2408,16,977,91,4,19.12
Undertale,12178080,510480,19495,29,2123,273,11,23.86
Uno,4615740,201480,16227,36,2085,103,4,22.91
Unravel 2,7131480,58080,7442,10,334,159,1,122.79
Until Dawn,7210140,229560,3956,20,1375,161,5,31.41
Vagante,5456700,37860,20821,6,173,122,0,144.13
Vainglory,7568100,353040,11635,21,619,169,7,21.44
Vampyr,6935700,841860,1718,63,2602,155,18,8.24
Vindictus,3832800,379620,974,24,422,85,8,10.1
Virtual Reality,4862520,154800,4176,13,423,109,3,31.41
VRChat,67264200,3734040,6995,174,5559,1508,83,18.01
War Thunder,13499520,1830180,7213,85,4812,302,41,7.38
Warcraft III: Reign of Chaos,4091460,94080,3063,9,325,91,2,43.49
Warcraft III: The Frozen Throne,183049200,1884540,25092,80,2111,4106,42,97.13
Warface,5728800,981840,2940,111,2976,128,22,5.83
Warframe,375647760,16341780,402554,629,32441,8426,366,22.99
"Warhammer 40,000: Gladius - Relics of War",5722200,139380,3153,48,325,128,3,41.05
Warhammer: Vermintide 2,9431580,1181880,4340,66,4064,211,26,7.98
We Were Here Too,4265040,69300,16921,8,295,95,1,61.54
Weed Shop 2,7011300,49320,7498,9,157,157,1,142.16
Welcome to the Game II,5098800,77280,10856,9,435,114,1,65.98
Witch It,24270060,46140,40537,17,332,544,1,526.01
Wizard of Legend,9472740,278520,22375,22,1547,212,6,34.01
Wizard101,5575980,555060,4441,33,1032,125,12,10.05
World of Tanks,156126420,6051120,13833,282,7974,3502,135,25.8
World of Warcraft,1320499320,37443540,128223,1843,56431,29620,839,35.27
World of Warships,40751700,2744580,3551,134,4339,914,61,14.85
Wreckfest,36539040,792420,28169,46,2383,819,17,46.11
Wrestling,13281120,336720,9978,22,131,297,7,39.44
WWE 2K18,7736400,894420,2829,48,2404,173,20,8.65
Xanadu Next,4643040,1680,6262,2,2,104,0,2763.71
XCOM 2,5031900,549900,4616,31,1623,112,12,9.15
XCOM 2: War of the Chosen,17270100,488220,10674,28,792,387,10,35.37
XCOM: Enemy Unknown,6533520,65760,6135,12,186,146,1,99.35
Yakuza 0,5787840,395400,3433,22,882,129,8,14.64
Yakuza 6: The Song of Life,5107260,138360,16564,12,392,114,3,36.91
Yakuza Kiwami,5998500,144540,10660,12,387,134,3,41.5
Youropa,6014160,8640,34400,8,60,134,0,696.08
Yu-Gi-Oh! Duel Links,14554680,502380,2258,29,1375,326,11,28.97
Yu-Gi-Oh! TRADING CARD GAME,4929180,62280,3057,8,207,110,1,79.15
Z1 Battle Royale,60566160,5493360,15733,307,14825,1358,123,11.03
Zero Escape: Virtue's Last Reward,9397320,46320,4133,7,82,210,1,202.88
