Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Jackbox Party Pack 4,12265380,476760,29321,50,2138,275,10,25.73
The Joy Of Sex,12902820,6060,36266,7,44,289,0,2129.18
The Last of Us,39457320,1369500,37803,68,4246,885,30,28.81
The Legend of Zelda,3768000,195720,2128,34,340,84,4,19.25
The Legend of Zelda: A Link to the Past,35910600,1806660,5825,135,1987,805,40,19.88
The Legend of Zelda: Breath of the Wild,43551600,2031540,8344,89,3439,976,45,21.44
The Legend of Zelda: Majora's Mask,14241480,268440,2831,20,476,319,6,53.05
The Legend of Zelda: Ocarina of Time,14291220,630780,4622,45,1113,320,14,22.66
The Legend of Zelda: Ocarina of Time / Master Quest,2916120,18000,3312,9,47,65,0,162.01
The Legend of Zelda: The Wind Waker HD,6515520,132900,4448,14,267,146,2,49.03
The Long Dark,4420500,436080,3121,26,1199,99,9,10.14
The Long Reach,3861720,105000,2001,13,118,86,2,36.78
The Red Strings Club,3337320,28020,5906,5,119,74,0,119.1
The Simpsons: Hit & Run,3558300,51240,1032,6,160,79,1,69.44
The Sims 4,27602880,1928160,4891,100,6323,619,43,14.32
The Swords of Ditto,3681840,2040,25631,3,4,82,0,1804.82
The Witcher 3: Wild Hunt,25613820,2848740,5594,137,7826,574,63,8.99
The Witness,3978960,100800,4442,9,366,89,2,39.47
theHunter: Call of the Wild,2861460,565080,2464,38,1842,64,12,5.06
They Are Billions,54792240,955740,12839,44,1977,1229,21,57.33
Throne of Lies: The Online Game of Deceit,4845900,147540,1185,14,273,108,3,32.84
Tibia,34337280,2231040,4301,106,2404,770,50,15.39
Titanfall 2,4390320,694680,4080,36,4902,98,15,6.32
Tom Clancy's Ghost Recon: Wildlands,7437300,1404000,3413,91,7345,166,31,5.3
Tom Clancy's Rainbow Six: Siege,565220040,42012780,54414,2490,119029,12678,942,13.45
Tom Clancy's The Division,63188340,6243480,10447,297,12240,1417,140,10.12
Tomb Raider,5737380,716760,4086,39,2680,128,16,8
Total War: ARENA,6181560,911040,1388,54,1754,138,20,6.79
Total War: Shogun 2,6859740,52680,4526,6,186,153,1,130.22
Total War: Warhammer II,10933380,557760,4312,29,1107,245,12,19.6
Tower Unite,4649580,34020,10332,5,220,104,0,136.67
TrackMania� Stadium,42929880,332280,27921,40,848,962,7,129.2
Trash,6277800,16860,10437,5,92,140,0,372.35
Trove,4484280,692460,938,50,1917,100,15,6.48
Turmoil,3480720,28080,6402,7,160,78,0,123.96
Twitch Plays,28553880,877140,10454,29,158,640,19,32.55
Ultimate Chicken Horse,5478660,71580,30295,10,665,122,1,76.54
Uncharted 4: A Thief's End,3744900,707580,2772,41,2165,84,15,5.29
Undertale,4982520,462000,3463,29,1903,111,10,10.78
Uno,6916380,115260,25398,25,1337,155,2,60.01
Until Dawn,5005020,155100,5626,14,1245,112,3,32.27
Vainglory,7591920,399120,10214,26,794,170,8,19.02
Valkyria Chronicles 4,6829320,159540,9735,39,172,153,3,42.81
VRChat,111262380,3938040,11783,201,5717,2495,88,28.25
War of Genesis III,3422460,6180,2957,1,7,76,0,553.8
War Thunder,10927500,1924380,1774,96,4615,245,43,5.68
Warcraft III: The Frozen Throne,79026240,1599240,30146,73,1834,1772,35,49.41
Warface,4398120,787680,2267,45,2389,98,17,5.58
Warframe,59002740,6292140,32493,253,13796,1323,141,9.38
Warhammer: Vermintide 2,279041700,11608920,77418,854,24407,6259,260,24.04
Watch Dogs,6126540,115260,11645,12,710,137,2,53.15
Welcome to the Game II,3298980,540,32767,5,5,74,0,6109.22
WhiteDay: a labyrinth named School,3916800,5760,5165,3,54,87,0,680
Wizard101,3411300,337560,418,24,686,76,7,10.11
World of Tanks,207307080,8057580,62930,409,11954,4650,180,25.73
World of Warcraft,678203100,37694520,56918,2139,48940,15213,845,17.99
World of Warships,37828800,2575920,9546,125,4734,848,57,14.69
Worms Reloaded,3748920,5820,31581,5,44,84,0,644.14
Worms W.M.D,4292160,22380,22587,7,148,96,0,191.79
Wreckfest,8793780,128280,41341,12,487,197,2,68.55
Wrestling,18528660,180540,18496,18,96,415,4,102.63
WWE 2K18,7918860,1065900,2346,72,2982,177,23,7.43
XCOM 2,3027900,375600,2468,27,1041,67,8,8.06
XCOM 2: War of the Chosen,5917980,422700,5938,27,692,132,9,14
XCOM: Enemy Within,4357680,111900,1346,12,245,97,2,38.94
Yakuza 0,51988260,425280,15887,29,914,1166,9,122.24
Yakuza 5,3953460,54300,1732,9,48,88,1,72.81
Yakuza Kiwami,5472660,216300,2468,15,572,122,4,25.3
Ys VIII: Lacrimosa of Dana,3660060,46140,1404,6,113,82,1,79.33
Yu-Gi-Oh! Duel Links,21555600,611940,5724,31,1607,483,13,35.23
Yu-Gi-Oh! Forbidden Memories,3852720,56400,3143,7,84,86,1,68.31
Z1 Battle Royale,132224100,5789220,75573,362,16924,2965,129,22.84
Zelda II: The Adventure of Link,3083340,103800,2790,20,187,69,2,29.7
Zero Escape: Virtue's Last Reward,10658220,41280,5548,5,51,239,0,258.19
Zero Time Dilemma,5878080,23340,6397,4,37,131,0,251.85
