Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Golf Club 2019 Featuring PGA Tour,3810060,78000,7011,9,189,85,1,48.85
The Jackbox Party Pack 3,12414360,485280,28453,56,2948,278,10,25.58
The Jackbox Party Pack 4,6192420,269340,7241,34,1678,138,6,22.99
The Jackbox Party Pack 5,44487180,793200,34796,194,3190,997,17,56.09
The Joy Of Sex,17546160,23820,31292,12,110,393,0,736.61
The King of Fighters '98: The Slugfest,8715480,46500,7195,8,68,195,1,187.43
The Last of Us,12327420,1117980,4211,64,1208,276,25,11.03
The Legend of Zelda,3488400,173760,1639,28,374,78,3,20.08
The Legend of Zelda: A Link Between Worlds,6962220,23400,52541,6,46,156,0,297.53
The Legend of Zelda: A Link to the Past,24490200,1477860,7016,150,1754,549,33,16.57
The Legend of Zelda: Breath of the Wild,20874240,1201320,7521,54,2219,468,26,17.38
The Legend of Zelda: Majora's Mask,19086840,309180,8939,22,526,428,6,61.73
The Legend of Zelda: Ocarina of Time,51120300,1215660,20208,111,1659,1146,27,42.05
The Legend of Zelda: Ocarina of Time 3D,5284980,23280,27218,4,54,118,0,227.02
The Legend of Zelda: The Wind Waker HD,3115680,107400,8388,12,233,69,2,29.01
The Long Dark,5305800,442440,3056,39,1125,119,9,11.99
The Missing,7424640,47760,11427,11,184,166,1,155.46
The Scroll of Taiwu,3148740,120480,971,13,110,70,2,26.13
The Simpsons: Hit & Run,3137460,48840,923,7,136,70,1,64.24
The Sims 4,35570760,2046420,13010,88,6262,797,45,17.38
The Witcher 3: Wild Hunt,36744900,2754180,13432,132,7456,824,61,13.34
The World Ends With You,3281160,224880,1574,66,577,73,5,14.59
theHunter: Call of the Wild,3805800,563400,2676,38,1914,85,12,6.76
They Are Billions,27107400,497700,8765,24,1017,608,11,54.47
Throne of Lies: The Online Game of Deceit,11224260,126180,6425,10,175,251,2,88.95
Thronebreaker: The Witcher Tales,89649900,671400,121697,223,1628,2010,15,133.53
Tibia,60673020,3420180,3856,141,3561,1360,76,17.74
Titanfall 2,7882620,451560,56345,35,2822,176,10,17.46
Tom Clancy's Ghost Recon: Wildlands,4294080,903240,1230,50,4201,96,20,4.75
Tom Clancy's Rainbow Six: Siege,410116620,37202580,46967,1676,105165,9199,834,11.02
Tom Clancy's The Division,15232200,2598060,2483,120,4943,341,58,5.86
Total War: Warhammer II,35077260,830400,11790,39,1397,786,18,42.24
TrackMania� Stadium,16142340,186180,22216,26,534,362,4,86.7
Travel & Outdoors,66928800,3035100,11581,138,22051,1501,68,22.05
Tricky Towers,5318400,68880,32019,11,582,119,1,77.21
Tropico 6,3656820,57960,2564,11,187,82,1,63.09
Twitch Plays,10446840,1002660,1902,31,232,234,22,10.42
Two Point Hospital,13468980,440580,8768,44,1506,302,9,30.57
Ultimate Chicken Horse,5152620,86580,40242,10,713,115,1,59.51
Undertale,6681360,666540,4446,232,3180,149,14,10.02
Until Dawn,12525600,381120,8408,78,2091,280,8,32.87
Vainglory,6835920,361560,2178,22,627,153,8,18.91
Valkyria Chronicles 4,10077000,709440,2636,71,976,226,15,14.2
Vampire: The Masquerade,4809420,22080,8106,4,44,107,0,217.82
Virtual Reality,3301920,134460,7372,16,446,74,3,24.56
Visage,83620260,988620,35637,149,5913,1875,22,84.58
VRChat,53004540,3436980,5667,171,5414,1188,77,15.42
Wandersong,5337420,57300,27505,10,201,119,1,93.15
War Thunder,12969300,1922760,2002,95,4915,290,43,6.75
Warcraft III: The Frozen Throne,134876340,1712520,33214,79,1846,3025,38,78.76
Warface,9658440,2544480,6288,130,12525,216,57,3.8
Warframe,81581880,7214700,53031,283,14337,1830,161,11.31
Warhammer: Vermintide 2,5760300,729540,4084,43,1900,129,16,7.9
Warriors Orochi 4,4077300,350220,6053,57,867,91,7,11.64
Weave,3317820,6120,5489,2,4,74,0,542.13
Witch It,3728640,37440,24425,23,285,83,0,99.59
Wizard101,4110900,405120,798,28,817,92,9,10.15
World of Tanks,167628240,6655440,15562,344,8734,3760,149,25.19
World of Warcraft,1530249660,53986260,110915,3543,66777,34325,1210,28.35
World of Warships,41520660,2566740,4239,114,4161,931,57,16.18
World War 3,44873160,1330920,26385,234,4140,1006,29,33.72
Worms Armageddon,5068500,16860,5603,5,85,113,0,300.62
Wreckfest,3522360,161220,28945,20,665,79,3,21.85
Wrestling,11976360,251160,12116,15,109,268,5,47.68
WWE 2K19,41414580,2099040,33453,228,4693,928,47,19.73
XCOM 2,3761760,372240,2472,28,1065,84,8,10.11
XCOM 2: War of the Chosen,45449340,736320,10942,62,1179,1019,16,61.72
XCOM: Enemy Within,5570640,164940,1476,14,223,124,3,33.77
Yakuza 0,20682240,625080,6506,34,1357,463,14,33.09
Yu-Gi-Oh! Duel Links,21224220,643020,8038,35,1581,476,14,33.01
Yu-Gi-Oh! Forbidden Memories,5014800,121800,5741,17,104,112,2,41.17
Yu-Gi-Oh! TRADING CARD GAME,4852200,76440,5517,10,230,108,1,63.48
Z1 Battle Royale,27415680,2053680,5677,114,5548,614,46,13.35
Zeal,10825020,65520,33806,16,261,242,1,165.22
