Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Legend of Zelda: A Link to the Past,26644620,1499040,8138,112,1916,597,33,17.77
The Legend of Zelda: Breath of the Wild,31864920,1477440,8656,72,2557,714,33,21.57
The Legend of Zelda: Majora's Mask,12748500,242700,2027,19,482,285,5,52.53
The Legend of Zelda: Ocarina of Time,55016220,1573260,8829,124,2051,1234,35,34.97
The Legend of Zelda: The Wind Waker,4927260,246540,2938,21,529,110,5,19.99
The Legend of Zelda: The Wind Waker HD,5854920,171240,2363,14,286,131,3,34.19
The Long Dark,7333020,480840,4782,29,1292,164,10,15.25
The Messenger,6021780,70020,8753,61,307,135,1,86
The Simpsons: Hit & Run,3600900,69060,1012,9,216,80,1,52.14
The Sims 3,3250740,171120,5395,15,774,72,3,19
The Sims 4,55254540,2361780,11416,101,7994,1239,52,23.4
The Swordsmen X,14460660,148800,21449,21,227,324,3,97.18
The Universim,6370440,101760,15957,69,482,142,2,62.6
The Walking Dead,11783400,582060,5333,39,1919,264,13,20.24
The Walking Dead - The Final Season,20503620,531600,21005,222,4668,459,11,38.57
The Walking Dead: A New Frontier,9752160,224700,5066,21,777,218,5,43.4
The Walking Dead: Season Two,8988600,257820,5004,18,751,201,5,34.86
The Witcher 3: Wild Hunt,46100640,2939100,15143,143,7822,1034,65,15.69
theHunter: Call of the Wild,8319060,679860,9737,52,2168,186,15,12.24
They Are Billions,85100460,587820,14868,35,1209,1908,13,144.77
This Is the Police 2,34191660,492720,19216,92,1314,766,11,69.39
Throne of Lies: The Online Game of Deceit,14937780,101220,12691,11,206,335,2,147.58
Tibia,73520100,3481260,6267,135,3734,1649,78,21.12
Titanfall 2,3166860,647580,511,36,4364,71,14,4.89
Tom Clancy's Ghost Recon: Wildlands,7604820,1221540,3907,70,6375,170,27,6.23
Tom Clancy's Rainbow Six: Siege,850676220,49285260,211067,2018,142627,19082,1105,17.26
Tom Clancy's The Division,26994540,4309080,2605,169,8267,605,96,6.26
Tomb Raider,8475600,615660,5556,41,1837,190,13,13.77
Total War: Warhammer II,43401660,658260,14093,31,1150,973,14,65.93
TrackMania� Stadium,6427320,266400,23337,24,689,144,5,24.13
Trash,6981840,17880,10189,5,106,156,0,390.48
Trials Fusion,6908460,201660,5281,14,899,154,4,34.26
Tricky Towers,10953240,70440,22261,12,617,245,1,155.5
Trove,3209820,574620,3474,29,2073,72,12,5.59
Twitch Plays,45340380,1677840,13258,61,1560,1017,37,27.02
Two Point Hospital,67442340,748500,46234,578,3262,1512,16,90.1
Ultimate Fishing Simulator,7020720,31080,18814,8,162,157,0,225.89
Ultimate Marvel vs. Capcom 3,4548720,46380,30267,8,281,102,1,98.08
Uncharted 4: A Thief's End,7406640,602580,4995,35,1998,166,13,12.29
Under Night In-Birth Exe:Late[st],5228340,148260,14802,52,671,117,3,35.26
Undertale,5918580,486480,8736,27,2122,132,10,12.17
Until Dawn,3598860,160860,2412,15,1471,80,3,22.37
Vainglory,8097480,480420,1161,28,843,181,10,16.86
VRChat,51499680,3584760,6735,193,5277,1155,80,14.37
War Thunder,10692540,1820580,2338,93,4689,239,40,5.87
Warcraft III: Reign of Chaos,4360860,132060,6354,12,393,97,2,33.02
Warcraft III: The Frozen Throne,142187520,1880640,39861,88,2077,3189,42,75.61
Warface,6208800,1251600,3956,68,3743,139,28,4.96
Warframe,176794500,13101660,72775,551,25573,3965,293,13.49
Warhammer: Vermintide 2,6666120,668160,4181,96,2502,149,14,9.98
WarioWare Gold,7331100,18960,9332,5,88,164,0,386.66
We Happy Few,158496120,2738040,46964,306,7679,3555,61,57.89
We Need to Go Deeper,6807600,11820,23370,5,70,152,0,575.94
Weed Shop 2,8627040,54000,5674,11,160,193,1,159.76
Welcome to the Game,14852640,23280,13698,7,131,333,0,638
Witch It,4328220,35400,46904,11,286,97,0,122.27
Wizard101,4929000,531000,3227,35,1019,110,11,9.28
World of Tanks,180641520,6870720,16269,330,9067,4052,154,26.29
World of Warcraft,3371437980,85449720,590245,15619,95903,75626,1916,39.46
World of Warcraft: Battle for Azeroth,13835880,3919620,5800,1659,7499,310,87,3.53
World of Warships,43723980,2774880,3514,128,4371,980,62,15.76
Worms Revolution,5662980,25620,23175,6,200,127,0,221.04
Wreckfest,17381820,456300,26025,37,1631,389,10,38.09
Wrestling,23453700,322860,40440,30,156,526,7,72.64
WWE 2K18,6263520,874140,2085,58,2717,140,19,7.17
XCOM 2,4130100,398820,616,25,1161,92,8,10.36
XCOM 2: War of the Chosen,10724400,368640,8348,27,652,240,8,29.09
XCOM: Enemy Unknown,12223380,52860,7595,8,144,274,1,231.24
XCOM: Enemy Within,4400640,106980,3880,9,196,98,2,41.14
Yakuza 0,53542980,1968060,20115,203,3790,1201,44,27.21
Yakuza 3,43422720,225060,14737,50,201,974,5,192.94
Yakuza Kiwami 2,33707340,370860,16828,114,873,756,8,90.89
Youtubers Life,3504900,29220,5128,6,225,78,0,119.95
Yu-Gi-Oh! Duel Links,14282100,540180,2056,28,1271,320,12,26.44
Yu-Gi-Oh! TRADING CARD GAME,3185040,61440,3975,8,209,71,1,51.84
Z1 Battle Royale,39895860,3691440,7467,202,8872,894,82,10.81
