Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Elder Scrolls V: Skyrim,68764620,5077740,195899,205,12479,1542,113,13.54
The Elder Scrolls: Legends,56871420,752160,2410,34,810,1275,16,75.61
The End is Nigh,10027500,37620,137276,12,164,224,0,266.55
The Evil Within,3969240,490320,2475,30,1522,89,10,8.1
The Evil Within 2,5377440,583860,1869,35,3060,120,13,9.21
The Forest,14104620,1436640,6070,82,4999,316,32,9.82
The Game of Life,5833440,12180,46644,5,77,130,0,478.94
The Idolm@ster: Stella Stage,5672340,99960,3676,16,152,127,2,56.75
The Inpatient,6857760,44460,35578,19,330,153,0,154.25
The Jackbox Party Pack 3,11447760,560820,19062,89,3063,256,12,20.41
The Jackbox Party Pack 4,12489960,582240,10882,89,2547,280,13,21.45
The Joy Of Sex,3985140,3060,21162,2,12,89,0,1302.33
The King of Fighters XIV,4147140,60000,13993,8,266,93,1,69.12
The Last of Us,10095840,1159200,4744,56,3997,226,26,8.71
The Legend of Zelda,12808260,269940,132544,34,397,287,6,47.45
The Legend of Zelda: A Link to the Past,57082920,1821840,171153,168,2068,1280,40,31.33
The Legend of Zelda: Breath of the Wild,109350780,2621520,191576,125,4401,2452,58,41.71
The Legend of Zelda: Majora's Mask,10198320,225900,5184,15,408,228,5,45.15
The Legend of Zelda: Ocarina of Time,61854660,630600,151764,46,1132,1387,14,98.09
The Legend of Zelda: The Wind Waker HD,8683200,108660,8342,12,238,194,2,79.91
The Legend of Zelda: Twilight Princess HD,4884420,69300,7937,7,142,109,1,70.48
The Long Dark,14637060,944640,7285,54,2635,328,21,15.49
The Simpsons: Bart vs. the Space Mutants,4108800,780,104021,8,10,92,0,5267.69
The Sims 4,33905580,1883280,4459,90,6347,760,42,18
The Witcher 3: Wild Hunt,71543880,3376020,18760,142,8799,1604,75,21.19
theHunter: Call of the Wild,6672840,595680,2712,42,1338,149,13,11.2
They Are Billions,601198500,6902100,96057,386,12514,13485,154,87.1
This War of Mine,5397840,175140,3603,14,712,121,3,30.82
Throne of Lies: The Online Game of Deceit,35031300,263580,12558,19,524,785,5,132.91
Tibia,32748480,2215440,2217,94,2353,734,49,14.78
Tintin in Tibet,9632100,1560,115512,12,15,216,0,6174.42
Tom Clancy's Ghost Recon: Wildlands,6217320,1332420,5691,66,6963,139,29,4.67
Tom Clancy's Rainbow Six: Siege,328995000,32763900,50325,1372,91977,7379,734,10.04
Tom Clancy's The Division,83923140,9409680,7203,449,17407,1882,211,8.92
Tomb Raider,3913980,426120,2823,25,1604,87,9,9.19
Tomb Raider (1996),4129920,37020,4192,5,89,92,0,111.56
Total War: Warhammer II,27556020,911160,4046,146,1742,618,20,30.24
Tower Unite,11866800,57240,15296,10,341,266,1,207.32
Town of Salem,8728380,359820,4952,30,1839,195,8,24.26
Trash,4719180,21180,8078,4,107,105,0,222.81
Twitch Plays,8937180,830580,1479,26,107,200,18,10.76
Ultima VI: The False Prophet,8736480,1020,100772,5,9,195,0,8565.18
Ultimate Chicken Horse,4528560,123000,11938,17,1108,101,2,36.82
Umihara Kawase,10571880,8280,119430,9,19,237,0,1276.8
Uncharted 4: A Thief's End,4553880,725100,3188,40,2378,102,16,6.28
Undertale,5860680,564960,2518,36,2406,131,12,10.37
Uno,16203660,123420,35947,20,1115,363,2,131.29
Until Dawn,15554040,136200,13419,12,1202,348,3,114.2
Vainglory,10300740,460560,2329,31,794,231,10,22.37
Vaporum,7145160,13920,12221,4,44,160,0,513.3
Viscera Cleanup Detail,4494780,84960,7704,11,492,100,1,52.9
VRChat,308030820,5457600,47621,285,15187,6909,122,56.44
War Thunder,8055600,1570080,1399,77,3910,180,35,5.13
Warcraft III: Reign of Chaos,9766800,61500,145075,17,211,219,1,158.81
Warcraft III: The Frozen Throne,55305120,1331940,22088,58,1483,1240,29,41.52
Warframe,57828300,6736560,37283,253,14078,1297,151,8.58
Wario Land 4,13579200,6960,150094,12,35,304,0,1951.03
Wario's Woods,4177440,4680,105578,6,13,93,0,892.62
WaveLand,7122060,1320,82996,10,14,159,0,5395.5
We Were Here,5036340,104340,32164,17,964,112,2,48.27
Witch It,4725780,49260,42460,10,306,106,1,95.94
Wolfenstein II: The New Colossus,8686080,382260,10443,23,2025,194,8,22.72
Wonder Boy: The Dragon's Trap,4521600,12540,101560,7,73,101,0,360.57
World of Tanks,211529040,8612100,22497,383,12107,4744,193,24.56
World of Warcraft,727679700,38037060,111552,2219,49035,16323,853,19.13
World of Warships,37534740,2669040,3430,116,4770,841,59,14.06
Wrestling,8538000,66000,9802,17,67,191,1,129.36
WWE 2K18,9658200,1174920,18240,66,3269,216,26,8.22
XCOM 2,3844620,381600,8938,24,1018,86,8,10.08
XCOM 2: War of the Chosen,4117320,375900,840,21,665,92,8,10.95
XCOM: Enemy Within,5392140,121140,2096,9,192,120,2,44.51
Xenoblade Chronicles 2,23830380,1007400,10810,55,1323,534,22,23.66
Yakuza 0,10287360,388080,3930,27,818,230,8,26.51
Yakuza Kiwami,7733280,177660,4456,13,491,173,3,43.53
Yakuza Kiwami 2,33216540,157920,14637,23,208,745,3,210.34
Yooka-Laylee,6412200,97140,135764,11,367,143,2,66.01
Yu-Gi-Oh! Duel Links,24274320,891240,6273,45,2224,544,19,27.24
Z1 Battle Royale,97802220,5825640,53373,316,12260,2193,130,16.79
Zone of the Enders: The 2nd Runner,11221200,5400,107214,11,24,251,0,2078
