Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Elder Scrolls V: Skyrim,41325120,4046160,9062,150,10873,926,90,10.21
The Elder Scrolls: Legends,93874320,839700,20355,38,801,2105,18,111.8
The Evil Within 2,3097380,237720,2394,19,1269,69,5,13.03
The Forest,158749260,5430600,44129,276,16054,3560,121,29.23
The Forge Arena,2836680,16020,27278,19,91,63,0,177.07
The Jackbox Party Pack 3,9857820,492900,6211,52,2735,221,11,20
The Jackbox Party Pack 4,7647780,371460,7722,40,1829,171,8,20.59
The Joy Of Sex,15450720,18900,33001,19,116,346,0,817.5
The Last of Us,12701640,1245120,6548,59,3866,284,27,10.2
The Legend of Heroes: Trails of Cold Steel,3486840,60300,3782,8,76,78,1,57.82
The Legend of Zelda,4070160,170520,6012,29,306,91,3,23.87
The Legend of Zelda: A Link to the Past,60000720,2012340,8196,135,2357,1345,45,29.82
The Legend of Zelda: Breath of the Wild,30853800,1577280,4440,74,2650,692,35,19.56
The Legend of Zelda: Majora's Mask,11067060,207540,1944,17,441,248,4,53.32
The Legend of Zelda: Ocarina of Time,23360940,764280,3969,52,1251,524,17,30.57
The Mercury Man,7116540,92760,11361,80,295,159,2,76.72
The Sexy Brutale,2903820,20460,6046,5,89,65,0,141.93
The Simpsons: Hit & Run,4795500,80640,1848,8,195,107,1,59.47
The Sims 4,26181960,1663800,5502,85,5419,587,37,15.74
The Swords of Ditto,4929540,198900,7790,24,928,110,4,24.78
The Walking Dead,5725560,244140,2598,19,878,128,5,23.45
The Witcher 3: Wild Hunt,40446540,2775300,11395,139,7660,907,62,14.57
theHunter: Call of the Wild,3988980,505200,3211,33,1929,89,11,7.9
They Are Billions,31175160,651480,20605,42,1534,699,14,47.85
This War of Mine,4916820,131400,7011,12,648,110,2,37.42
Throne of Lies: The Online Game of Deceit,14630040,101940,18273,8,206,328,2,143.52
Tibia,53742960,2807520,3003,119,3073,1205,62,19.14
Titanfall 2,3938880,609060,3618,37,4157,88,13,6.47
Tom Clancy's Ghost Recon: Wildlands,5166000,1148340,1813,63,5228,115,25,4.5
Tom Clancy's Rainbow Six: Siege,564808980,33236700,181907,1310,99068,12669,745,16.99
Tom Clancy's The Division,23339580,3877620,3449,176,7391,523,86,6.02
Total War Saga: Thrones of Britannia,22635360,507360,18461,123,1143,507,11,44.61
Total War: Warhammer II,29013720,645360,4662,73,1267,650,14,44.96
TrackMania� Stadium,141178260,490320,40190,47,1434,3166,10,287.93
Trash,2884800,13980,10065,6,85,64,0,206.35
Tricky Towers,28947060,91860,37939,16,690,649,2,315.12
Turmoil,3265620,32580,10554,6,175,73,0,100.23
Twitch Plays,24134220,1043160,1301,35,373,541,23,23.14
Ultimate Chicken Horse,3597060,60900,23720,8,578,80,1,59.07
Ultimate Marvel vs. Capcom 3,3343860,48300,9457,7,351,75,1,69.23
Uncharted 4: A Thief's End,3472740,570540,2715,30,1855,77,12,6.09
Undertale,4871040,393300,5823,23,1828,109,8,12.39
Until Dawn,10585140,134340,7269,11,1165,237,3,78.79
Vainglory,7086000,387960,1171,24,690,158,8,18.26
Vampire: The Masquerade - Bloodlines,12588540,133620,8675,13,276,282,2,94.21
VRChat,75454980,3579600,7115,171,5391,1692,80,21.08
War Thunder,10251960,1715760,3671,90,4304,229,38,5.98
Warcraft III: The Frozen Throne,104416680,1708500,38924,70,1898,2342,38,61.12
Warface,3507540,689100,6244,41,2159,78,15,5.09
Warframe,63578700,6282120,32053,231,13656,1426,140,10.12
Warhammer: Vermintide 2,15317940,1120440,15290,72,3617,343,25,13.67
Weed,8551740,5520,34630,9,29,191,0,1549.23
Weed Shop 2,20593020,180660,29053,28,444,461,4,113.99
Weird Dreams,4324020,720,9477,3,7,96,0,6005.58
Welcome to the Game II,17279100,254460,11097,28,1247,387,5,67.9
Wizard of Legend,132346440,1884180,63341,175,6830,2968,42,70.24
Wizard101,3175380,422760,1147,30,805,71,9,7.51
World of Tanks,176211120,6614880,17373,303,9769,3952,148,26.64
World of Warcraft,795041400,33935460,70073,2032,46595,17834,761,23.43
World of Warships,48542460,2683500,6965,115,4431,1088,60,18.09
Worlds Adrift,25112640,531060,29348,53,992,563,11,47.29
Worms Revolution,6034860,35040,34193,8,243,135,0,172.23
Wreckfest,3164460,135840,20496,14,430,70,3,23.3
Wrestling,9360000,301740,4747,34,130,209,6,31.02
WWE 2K18,7093980,936120,3865,61,2687,159,20,7.58
XCOM 2,3520920,416760,2166,32,1185,78,9,8.45
XCOM 2: War of the Chosen,5795040,393480,3281,27,684,129,8,14.73
Xenoblade Chronicles 2,17499120,309360,13177,19,491,392,6,56.57
Yakuza 0,3459300,369360,3209,25,810,77,8,9.37
Yakuza 5,6019740,26640,3572,3,22,135,0,225.97
Yakuza 6: The Song of Life,10152540,507420,3700,42,1152,227,11,20.01
Yakuza Kiwami 2,3049440,28140,858,5,35,68,0,108.37
Yu-Gi-Oh! Duel Links,16891920,663480,1989,33,1632,378,14,25.46
Yu-Gi-Oh! Forbidden Memories,20631300,252060,2839,49,257,462,5,81.85
Z1 Battle Royale,93571140,5155500,51588,675,20111,2098,115,18.15
