Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Legend of Heroes: Trails of Cold Steel II,3555300,50580,3339,5,49,82,1,70.29
The Legend of Zelda: A Link to the Past,36930480,1416600,6711,100,1812,856,32,26.07
The Legend of Zelda: Breath of the Wild,21336840,1338000,4626,64,2561,494,31,15.95
The Legend of Zelda: Majora's Mask,10986960,231060,1776,20,434,254,5,47.55
The Legend of Zelda: Ocarina of Time,45323040,1377360,7745,103,1883,1050,31,32.91
The Long Dark,5121480,548160,2459,48,1668,118,12,9.34
The Lord of the Rings Online,21685380,355680,31833,29,525,502,8,60.97
The Quiet Man,8273400,80700,33907,20,445,191,1,102.52
The Room Three,21221280,166440,29236,32,630,491,3,127.5
The Shapeshifting Detective,4474620,48600,6364,15,226,103,1,92.07
The Sims 4,45204960,2390340,15328,147,6954,1047,55,18.91
The Walking Dead - The Final Season,3197520,28800,14703,6,244,74,0,111.03
The Witcher 3: Wild Hunt,24223860,2476500,4326,126,6936,561,57,9.78
The Witch's House,12598800,62280,26237,11,358,292,1,202.29
The Witness,2935260,76740,4455,12,268,68,1,38.25
They Are Billions,33253020,472440,10633,25,989,770,10,70.39
Thief Simulator,95231100,609300,88793,77,2889,2207,14,156.3
This War of Mine,10556580,236520,9563,32,955,244,5,44.63
Throne of Lies: The Online Game of Deceit,3485340,104700,498,8,129,80,2,33.29
Thronebreaker: The Witcher Tales,22179660,443700,10363,49,959,514,10,49.99
Tibia,69189120,3341640,4885,172,3457,1603,77,20.71
Titanfall 2,3207720,470400,446,28,2532,74,10,6.82
Tom Clancy's Rainbow Six: Siege,521541480,33982080,164174,1542,98353,12089,787,15.35
Tom Clancy's The Division,15683880,2250900,3842,103,4540,363,52,6.97
Total War: Warhammer II,44469240,1106760,6375,141,2009,1030,25,40.18
Tower Unite,4605480,30720,14932,6,214,106,0,149.92
Town of Salem,16400460,244260,44307,28,1312,380,5,67.14
TrackMania� Stadium,21303000,228480,101619,33,733,493,5,93.24
Travel & Outdoors,74310480,3078180,47206,155,22282,1722,71,24.14
Tricky Towers,12962220,84540,27708,11,753,300,1,153.33
True Fear: Forsaken Souls,8875980,41280,12118,6,115,205,0,215.02
Twitch Plays,9759180,862140,1128,28,180,226,19,11.32
Twitch Sings,7630440,87720,10891,15,338,176,2,86.99
Two Point Hospital,3743220,191340,3619,24,731,86,4,19.56
Ultima Online,3151020,203700,592,15,191,73,4,15.47
Undertale,14791680,1080720,13370,233,4721,342,25,13.69
Uno,7201800,169020,22313,28,1860,166,3,42.61
Until Dawn,5428260,135000,6291,63,1149,125,3,40.21
Vainglory,6840300,366720,3117,21,606,158,8,18.65
Visage,24052200,242580,28398,129,1845,557,5,99.15
VRChat,43134840,3070020,5129,174,5325,999,71,14.05
War Thunder,11143140,1766880,4113,95,4789,258,40,6.31
Warcraft III: The Frozen Throne,187347660,2043960,33593,94,2605,4342,47,91.66
Warface,5950620,1800660,913,103,7707,137,41,3.3
Warframe,914172840,11317440,162653,756,21842,21190,262,80.78
"Warhammer 40,000: Mechanicus",4717560,132000,6116,36,368,109,3,35.74
Warhammer: Vermintide 2,5451900,743760,5902,43,2282,126,17,7.33
We Were Here Too,4003800,79260,18867,9,374,92,1,50.51
Welcome to the Game II,65041860,100920,32422,21,428,1507,2,644.49
Witch It,5469240,45480,40933,14,367,126,1,120.26
Wizard101,3132720,385620,938,30,781,72,8,8.12
World of Tanks,180102420,6887280,19425,421,9308,4174,159,26.15
World of Warcraft,1163434560,40256220,266514,2629,54828,26968,933,28.9
World of Warships,48384960,2285580,18204,111,3716,1121,52,21.17
World War 3,5416200,567660,2582,63,2128,125,13,9.54
Worms Armageddon,4346100,16320,4578,5,111,100,0,266.31
Worms Reloaded,8178300,10920,34629,6,68,189,0,748.93
Wreckfest,5512020,158160,29552,20,700,127,3,34.85
Wrestling,9890460,207720,7482,18,122,229,4,47.61
WWE 2K19,13037820,1211220,9606,67,3088,302,28,10.76
WWE SuperCard,4261020,172680,6238,23,294,98,4,24.68
X4: Foundations,14273040,55920,19232,134,300,330,1,255.24
XCOM 2,3891300,278400,1849,19,753,90,6,13.98
XCOM 2: War of the Chosen,8996220,480120,6957,29,784,208,11,18.74
XCOM: Enemy Within,2955720,120480,1055,10,176,68,2,24.53
Yakuza 0,3878640,505140,2285,31,1214,89,11,7.68
Yakuza Kiwami,6843600,750780,5017,58,2898,158,17,9.12
Yakuza Kiwami 2,10548360,133680,5546,12,283,244,3,78.91
Yu-Gi-Oh! Duel Links,20141820,590100,6300,34,1432,466,13,34.13
Yu-Gi-Oh! Forbidden Memories,11613660,85020,6324,11,139,269,1,136.6
Yu-Gi-Oh! TRADING CARD GAME,4332360,74700,7279,10,211,100,1,58
Z1 Battle Royale,34538400,2083020,13831,114,4699,800,48,16.58
Zelda II: The Adventure of Link,4181040,98520,6607,14,142,96,2,42.44
Zettai Zetsumei Toshi 4 Plus: Summer Memories,3938520,22140,8453,8,36,91,0,177.89
