Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Last of Us,11826060,1086300,7159,69,1141,274,25,10.89
The Legend of Zelda,3204240,205620,6864,25,510,74,4,15.58
The Legend of Zelda,3204240,205620,6864,25,510,74,4,15.58
The Legend of Zelda: A Link to the Past,25860000,1337520,9652,101,1789,599,31,19.33
The Legend of Zelda: Breath of the Wild,26446620,1295820,15213,67,2346,613,30,20.41
The Legend of Zelda: Majora's Mask,13049880,258900,2151,25,484,302,6,50.41
The Legend of Zelda: Ocarina of Time,47030760,1555020,7358,141,1965,1090,36,30.24
The Legend of Zelda: The Wind Waker HD,3712920,138600,1068,14,269,86,3,26.79
The Legend of Zelda: The Wind Waker HD,3712920,138600,1068,14,269,86,3,26.79
The Messenger,31000980,571320,11822,51,1426,718,13,54.26
The Simpsons: Hit & Run,3538440,66120,925,8,181,82,1,53.52
The Simpsons: Hit & Run,3538440,66120,925,8,181,82,1,53.52
The Sims 4,39408660,1988220,8116,98,6562,913,46,19.82
The Universim,3057540,122160,2573,19,550,70,2,25.03
The Universim,3057540,122160,2573,19,550,70,2,25.03
The Walking Dead - The Final Season,14627340,354720,13126,159,3025,339,8,41.24
The Walking Dead: A New Frontier,3752940,117840,3729,13,414,86,2,31.85
The Walking Dead: A New Frontier,3752940,117840,3729,13,414,86,2,31.85
The Witcher 2: Assassins of Kings,2928840,160200,1037,16,381,67,3,18.28
The Witcher 2: Assassins of Kings,2928840,160200,1037,16,381,67,3,18.28
The Witcher 3: Wild Hunt,45911640,2922960,17112,149,7904,1064,67,15.71
theHunter: Call of the Wild,10990140,725580,8894,47,2264,254,16,15.15
They Are Billions,46378560,531900,12248,28,1063,1075,12,87.19
Throne of Lies: The Online Game of Deceit,8614200,109620,10778,9,144,199,2,78.58
Tibia,58409460,3262740,3812,148,3461,1353,75,17.9
Tom Clancy's Rainbow Six: Siege,648070740,46775460,48590,1880,130957,15022,1084,13.85
Tom Clancy's The Division,19951980,3484800,1499,154,6991,462,80,5.73
Total War: Warhammer II,18564840,624660,2183,35,961,430,14,29.72
Transference,3186000,34560,4087,11,273,73,0,92.19
Transference,3186000,34560,4087,11,273,73,0,92.19
Travel & Outdoors,16648500,385080,14791,112,3814,385,8,43.23
Trials Rising,4174200,127200,21397,98,1080,96,2,32.82
Trials Rising,4174200,127200,21397,98,1080,96,2,32.82
Tropico 6,3445500,21660,6483,15,80,79,0,159.07
Tropico 6,3445500,21660,6483,15,80,79,0,159.07
Twitch Plays,25963440,1451940,12549,67,1146,601,33,17.88
Two Point Hospital,98954820,2570820,38989,295,7151,2293,59,38.49
Ultimate Chicken Horse,4350840,82140,23492,18,779,100,1,52.97
Ultimate Chicken Horse,4350840,82140,23492,18,779,100,1,52.97
Undertale,4199340,507180,1211,34,2295,97,11,8.28
Undertale,4199340,507180,1211,34,2295,97,11,8.28
Until Dawn,8209440,124920,7063,13,1110,190,2,65.72
Valkyria Chronicles 4,12889440,466260,8097,136,1021,298,10,27.64
Virtual Reality,4214640,170700,3275,12,364,97,3,24.69
Virtual Reality,4214640,170700,3275,12,364,97,3,24.69
VRChat,51697800,3437220,5137,194,4935,1198,79,15.04
War Thunder,11358360,1726740,2425,90,4582,263,40,6.58
Warcraft III: The Frozen Throne,103392780,1576440,21165,71,1651,2396,36,65.59
Warface,12067500,2329620,7190,243,11517,279,54,5.18
Warframe,86171580,7888620,61147,359,15956,1997,182,10.92
Warriors Orochi 3,4375140,79500,9009,25,154,101,1,55.03
Warriors Orochi 3,4375140,79500,9009,25,154,101,1,55.03
Warriors Orochi 4,9123000,32400,8974,13,68,211,0,281.57
We Happy Few,7864500,631620,5157,59,2223,182,14,12.45
We Were Here Too,3749340,63480,9470,10,252,86,1,59.06
We Were Here Too,3749340,63480,9470,10,252,86,1,59.06
Welcome to the Game,7470840,18180,11456,6,134,173,0,410.94
Witch It,3792240,30360,19851,9,221,87,0,124.91
Witch It,3792240,30360,19851,9,221,87,0,124.91
World of Tanks,163111500,6622140,16132,345,8498,3780,153,24.63
World of Warcraft,2831518200,78850320,308114,6322,88373,65635,1827,35.91
World of Warships,43417020,2563020,9050,121,4085,1006,59,16.94
Wrestling,10725480,253440,5884,25,143,248,5,42.32
WWE 2K18,4297740,681720,3001,46,2154,99,15,6.3
WWE 2K18,4297740,681720,3001,46,2154,99,15,6.3
XCOM 2,3019560,298320,839,20,824,69,6,10.12
XCOM 2,3019560,298320,839,20,824,69,6,10.12
XCOM 2: War of the Chosen,30045360,388860,6497,24,562,696,9,77.27
Yakuza 0,23160120,1005060,8903,55,2026,536,23,23.04
Yakuza Kiwami 2,28789560,768240,23998,78,1206,667,17,37.47
Ys VIII: Lacrimosa of Dana,3272160,66420,2051,6,141,75,1,49.26
Ys VIII: Lacrimosa of Dana,3272160,66420,2051,6,141,75,1,49.26
Yu-Gi-Oh! Duel Links,15800460,560520,4233,52,1393,366,12,28.19
Yu-Gi-Oh! TRADING CARD GAME,4299420,71700,4522,10,204,99,1,59.96
Yu-Gi-Oh! TRADING CARD GAME,4299420,71700,4522,10,204,99,1,59.96
Z1 Battle Royale,52877040,2977680,26805,151,8172,1225,69,17.76
