Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Jackbox Party Pack 3,10905180,508560,29635,52,2784,252,11,21.44
The Jackbox Party Pack 4,8526660,406320,3401,44,2013,197,9,20.99
The Joy Of Sex,19893840,19980,34849,23,140,461,0,995.69
The Last of Us,42704100,1985640,15085,121,5516,989,46,21.51
The Legend of Zelda,12354600,155700,117670,26,317,286,3,79.35
The Legend of Zelda: A Link to the Past,41227920,1571100,10356,118,2019,955,36,26.24
The Legend of Zelda: Breath of the Wild,20760900,1406160,3677,63,2601,481,32,14.76
The Legend of Zelda: Four Swords Adventures,25054500,13200,130420,13,45,580,0,1898.07
The Legend of Zelda: Majora's Mask,9086160,224160,5601,17,445,210,5,40.53
The Legend of Zelda: Majora's Mask 3D,21451080,21120,153067,11,61,497,0,1015.68
The Legend of Zelda: Ocarina of Time,72770700,1426380,152961,91,1706,1686,33,51.02
The Legend of Zelda: Oracle of Seasons,18404940,30240,121147,13,80,426,0,608.63
The Legend of Zelda: Skyward Sword,35190960,68400,107015,17,129,815,1,514.49
The Legend of Zelda: The Wind Waker HD,25390980,130020,155299,16,259,588,3,195.29
The Legend of Zelda: Twilight Princess HD,3762900,73200,8657,8,155,87,1,51.41
The Long Dark,9810300,496800,6964,33,1599,227,11,19.75
The Simpsons: Hit & Run,17670000,60540,125675,16,198,409,1,291.87
The Sims 4,68483940,2396220,35283,198,7256,1587,55,28.58
The Witcher 2: Assassins of Kings,7053240,154320,5929,16,436,163,3,45.71
The Witcher 3: Wild Hunt,109826160,3410100,27995,174,9461,2545,79,32.21
theHunter: Call of the Wild,3988320,461640,4268,28,1844,92,10,8.64
They Are Billions,10166820,373260,3582,23,886,235,8,27.24
Thief: The Dark Project,9323160,28560,125644,12,57,216,0,326.44
Throne of Lies: The Online Game of Deceit,3795540,91140,1934,8,178,87,2,41.65
Tibia,49178400,2658660,3515,126,2891,1139,61,18.5
Titan Souls,4103760,49320,100504,12,400,95,1,83.21
Tom Clancy's Ghost Recon: Wildlands,5219160,994080,2650,50,4409,120,23,5.25
Tom Clancy's Rainbow Six: Siege,531685560,36590040,60790,1977,106227,12324,848,14.53
Tom Clancy's The Division,42851040,5614200,5428,278,13406,993,130,7.63
Tomb Raider,13982880,536520,112845,37,2065,324,12,26.06
Total War: WARHAMMER,8692620,102600,4440,12,333,201,2,84.72
Total War: Warhammer II,31168440,920460,6838,57,1585,722,21,33.86
Totally Accurate Battle Simulator,23307720,252060,74419,242,3173,540,5,92.47
Totally Accurate Battlegrounds,29396820,1411020,17653,272,13071,681,32,20.83
TrackMania� Stadium,93260280,482280,67328,121,1562,2161,11,193.37
Trash,4653180,18300,10917,5,98,107,0,254.27
Trials Fusion,8607180,603180,10965,45,3733,199,13,14.27
Tricky Towers,13185120,79680,29108,16,680,305,1,165.48
Twitch Plays,26126700,1215540,4867,42,569,605,28,21.49
Undertale,19899360,397500,130583,26,1882,461,9,50.06
Uno,12179400,175020,38075,27,1820,282,4,69.59
Unravel 2,26806380,211860,51982,90,1041,621,4,126.53
Until Dawn,22173840,211740,25705,17,1312,513,4,104.72
Unworthy,6039600,53040,21759,10,206,140,1,113.87
Vainglory,6008760,352020,501,23,620,139,8,17.07
Vampyr,175358760,5512020,114271,1223,13170,4064,127,31.81
VRChat,76310940,3701280,12889,183,5279,1768,85,20.62
Wacky Races,4162140,660,70982,7,10,96,0,6306.27
War Thunder,12705120,1854540,1885,103,4824,294,42,6.85
Warcraft III: Reign of Chaos,11476800,59580,133229,16,232,266,1,192.63
Warcraft III: The Frozen Throne,97198440,1617000,10517,70,1665,2253,37,60.11
Warface,6211920,765180,2753,43,2468,143,17,8.12
Warframe,287814780,8924640,38079,559,19203,6671,206,32.25
"Warhammer 40,000: Inquisitor Martyr",11434680,626100,5287,71,1157,265,14,18.26
Warhammer: Vermintide 2,9919200,1148100,5179,69,3543,229,26,8.64
Warriors: Rise to Glory!,4038600,3900,14370,5,23,93,0,1035.54
Wave Race: Blue Storm,4780920,5160,121758,8,15,110,0,926.53
We Were Here Too,4419120,66300,27658,12,282,102,1,66.65
Weed Shop 2,4163880,128940,7527,19,325,96,2,32.29
Wiz 'n' Liz: The Frantic Wabbit Wescue,12818040,1320,94991,8,17,297,0,9710.64
Wizard of Legend,16103460,684420,13621,51,3284,373,15,23.53
Wizard101,4066380,436020,1566,28,908,94,10,9.33
World of Tanks,137718660,5737620,10805,276,8589,3192,133,24
World of Warcraft,720366960,30228840,138109,1687,45116,16698,700,23.83
World of Warships,38130960,2445300,4150,114,4099,883,56,15.59
Worlds Adrift,16531080,530820,11704,35,835,383,12,31.14
Wreckfest,51202320,686460,79719,73,2416,1186,15,74.59
Wrestling,13778220,326760,16079,25,152,319,7,42.17
WWE 2K18,6209460,870060,3122,53,2337,143,20,7.14
XCOM 2,5339580,1070880,1727,88,3996,123,24,4.99
XCOM 2: War of the Chosen,4402680,349320,1531,22,627,102,8,12.6
Yakuza 0,6867420,339180,2879,24,765,159,7,20.25
Yakuza 6: The Song of Life,8024160,170040,3937,13,485,186,3,47.19
Yakuza Kiwami,19950480,141480,15575,12,377,462,3,141.01
Yu-Gi-Oh! Duel Links,16705980,581580,2158,30,1535,387,13,28.73
Yu-Gi-Oh! Forbidden Memories,6179040,254880,2257,78,238,143,5,24.24
Z1 Battle Royale,119502000,7162080,98486,526,21789,2770,166,16.69
