Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
The Legend of Zelda: Link's Awakening DX,3410520,42780,5594,7,104,79,0,79.72
The Legend of Zelda: Majora's Mask,9415140,240000,3219,20,441,218,5,39.23
The Legend of Zelda: Ocarina of Time,19968480,606360,5037,48,1097,462,14,32.93
The Legend of Zelda: The Wind Waker HD,3502920,120120,3629,13,248,81,2,29.16
The Long Dark,5974320,635280,4963,68,2196,138,14,9.4
The Long Reach,8149200,194340,5639,11,49,188,4,41.93
The Pillars of the Earth,3270780,6660,3394,2,16,75,0,491.11
The Simpsons: Hit & Run,3534000,57300,888,6,178,81,1,61.68
The Sims 4,29775060,1754520,8622,85,5339,690,40,16.97
The Swords of Ditto,11963040,288120,23183,120,1203,277,6,41.52
The Witcher,20170680,291840,5544,23,758,467,6,69.12
The Witcher 3: Wild Hunt,28007160,2809260,9517,137,7806,649,65,9.97
theHunter: Call of the Wild,5520660,651180,4007,45,2458,127,15,8.48
They Are Billions,22694700,609420,11957,34,1449,526,14,37.24
Throne of Lies: The Online Game of Deceit,11758920,122940,35694,10,250,272,2,95.65
Tibia,49047600,2381580,3110,104,2638,1136,55,20.59
Titanfall 2,4084020,675060,2161,42,4406,94,15,6.05
Tom Clancy's Ghost Recon: Wildlands,11688840,2373300,2199,248,10980,270,55,4.93
Tom Clancy's Rainbow Six: Siege,482461680,32824020,45756,1372,93235,11183,760,14.7
Tom Clancy's The Division,34962780,5010120,4076,212,9313,810,116,6.98
Tomb Raider,2957100,537900,1307,41,2127,68,12,5.5
Total War Saga: Thrones of Britannia,5912280,23460,3755,13,47,137,0,252.02
Total War: Warhammer II,51442500,652140,6711,32,1147,1192,15,78.88
Tower Unite,3013680,32520,11173,6,201,69,0,92.67
TrackMania� Stadium,35112240,328860,79988,103,997,813,7,106.77
Trash,3635880,19260,10169,5,104,84,0,188.78
Treadnauts,4459320,1380,31891,6,14,103,0,3231.39
Tricky Towers,35211600,51900,50707,17,390,816,1,678.45
Trove,3687480,606120,834,35,2066,85,14,6.08
Turmoil,6460620,35700,10789,5,191,149,0,180.97
Twitch Plays,25248660,870900,1348,32,183,585,20,28.99
Ultima Online,3558960,223320,1214,15,173,82,5,15.94
Ultimate Chicken Horse,5068500,66720,29484,13,638,117,1,75.97
Uncharted 4: A Thief's End,3264180,594480,1092,37,1979,75,13,5.49
Undertale,8450940,450840,4446,31,1831,195,10,18.74
Uno,6569520,86580,7804,12,1036,152,2,75.88
Until Dawn,2779440,115980,2507,12,1149,64,2,23.96
Vainglory,7570320,359220,1506,22,644,175,8,21.07
VRChat,83720880,3868920,8590,206,5249,1940,89,21.64
War Thunder,11215860,1843260,1312,95,4569,259,42,6.08
Warcraft III: Reign of Chaos,4737180,72840,4529,8,270,109,1,65.04
Warcraft III: The Frozen Throne,115659000,1687980,17763,75,1952,2681,39,68.52
Warface,3598560,699420,3583,47,2161,83,16,5.15
Warframe,71603520,6909060,37276,306,14643,1659,160,10.36
Warhammer: Vermintide 2,31889400,2856060,23134,163,8318,739,66,11.17
We Need to Go Deeper,4234440,11220,42869,7,76,98,0,377.4
Weird Dreams,3052200,660,9446,3,5,70,0,4624.55
Welcome,2763300,2400,25863,2,27,64,0,1151.38
Welcome to the Game,2998920,69720,6565,9,573,69,1,43.01
Welcome to the Game II,417733320,1674060,129007,147,5967,9683,38,249.53
Will To Live Online,6758760,367680,6672,30,719,156,8,18.38
Witch It,7243560,59280,24324,21,421,167,1,122.19
Wizard101,3443160,384480,991,30,687,79,8,8.96
World of Tanks,199625580,7837380,16180,431,11398,4627,181,25.47
World of Warcraft,741581040,35197800,93738,2054,47290,17190,815,21.07
World of Warships,33577500,2515260,3916,138,4516,778,58,13.35
Worms Clan Wars,3711420,12960,11605,7,84,86,0,286.38
Worms Revolution,3346020,21180,46567,9,146,77,0,157.98
Worms W.M.D,11213640,29340,22177,10,177,259,0,382.2
Wrestling,25355940,275220,17517,37,204,587,6,92.13
WWE 2K18,7759080,1038300,4310,79,3101,179,24,7.47
WWE SuperCard,3122340,154740,1005,20,245,72,3,20.18
XCOM 2,3456120,347580,781,23,828,80,8,9.94
XCOM 2: War of the Chosen,5177700,409680,2532,28,627,120,9,12.64
Xenoblade Chronicles 2,2864700,284280,878,18,459,66,6,10.08
Yakuza 0,16148160,384600,13209,26,854,374,8,41.99
Yakuza 4,3175800,19140,2645,4,23,73,0,165.92
Yakuza 5,9543600,48660,3930,8,47,221,1,196.13
Yakuza 6: The Song of Life,25667700,1115940,9880,207,2171,594,25,23
Yu-Gi-Oh! Duel Links,16050000,636180,7159,37,1609,372,14,25.23
Yu-Gi-Oh! Forbidden Memories,10260900,113940,6665,16,150,237,2,90.06
Z1 Battle Royale,44997900,2727720,31520,150,8502,1043,63,16.5
Zero Escape: Virtue's Last Reward,5868300,42900,3970,5,48,136,0,136.79
